path,word,token,phrase,upload_date
content/asl_app_data/dictionary/SG ASL Blue Sad 2024-5-24 CC.mp4,,BLUE SAD,,
content/asl_app_data/dictionary/SG ASL Broke Engine Alt 2024-8-2.mkv,,BROKE ENGINE ALT,,
content/asl_app_data/dictionary/SG ASL Broke Engine Alt 2024-8-2 CC.mp4,,BROKE ENGINE ALT,,
content/asl_app_data/dictionary/SG ASL Broke Engine Alt 2024-8-2 GIF.gif,,BROKE ENGINE ALT,,
content/asl_app_data/dictionary/SG ASL Board Room 2024-5-30 CC.mp4,,BOARD ROOM,,
content/asl_app_data/dictionary/SG ASL Board Room 2024-5-30 GIF.gif,,BOARD ROOM,,
content/asl_app_data/dictionary/SG ASL Board Room 2024-5-30.mkv,,BOARD ROOM,,
content/asl_app_data/dictionary/SG ASL Background (History) 2 2023-12-5 GIF.gif,,BACKGROUND (HISTORY) 2,,
content/asl_app_data/dictionary/SG ASL Background (History) 2 2023-12-5 CC.mp4,,BACKGROUND (HISTORY) 2,,
content/asl_app_data/dictionary/SG ASL Background (History) 2 2023-12-5.mkv,,BACKGROUND (HISTORY) 2,,
content/asl_app_data/dictionary/SG ASL Brace Yourself 2 2024-7-6 CC.mp4,,BRACE YOURSELF 2,,
content/asl_app_data/dictionary/SG ASL Brace Yourself 2 2024-7-6.mkv,,BRACE YOURSELF 2,,
content/asl_app_data/dictionary/SG ASL Brace Yourself 2 2024-7-6 GIF.gif,,BRACE YOURSELF 2,,
content/asl_app_data/dictionary/SG ASL Battle (Act) 2024-2-10 GIF.gif,,BATTLE (ACT),,
content/asl_app_data/dictionary/SG ASL Battle (Act) 2024-2-10 CC.mp4,,BATTLE (ACT),,
content/asl_app_data/dictionary/SG ASL Battle (Act) 2024-2-10.mkv,,BATTLE (ACT),,
content/asl_app_data/dictionary/SG ASL Basement 2 2024-1-22 GIF.gif,,BASEMENT 2,,
content/asl_app_data/dictionary/SG ASL Basement 2 2024-1-22 CC.mp4,,BASEMENT 2,,
content/asl_app_data/dictionary/SG ASL Basement 2 2024-1-22.mkv,,BASEMENT 2,,
content/asl_app_data/dictionary/SG ASL Breach Alt 2 2024-7-14.mkv,,BREACH ALT 2,,
content/asl_app_data/dictionary/SG ASL Breach Alt 2 2024-7-14 CC.mp4,,BREACH ALT 2,,
content/asl_app_data/dictionary/SG ASL Breach Alt 2 2024-7-14 GIF.gif,,BREACH ALT 2,,
content/asl_app_data/dictionary/SG ASL Brown Alt 2024-8-5 CC.mp4,,BROWN ALT,,
content/asl_app_data/dictionary/SG ASL Brown Alt 2024-8-5.mkv,,BROWN ALT,,
content/asl_app_data/dictionary/SG ASL Brown Alt 2024-8-5 GIF.gif,,BROWN ALT,,
content/asl_app_data/dictionary/SG ASL Blonde Alt 2024-5-15 CC.mp4,,BLONDE ALT,,
content/asl_app_data/dictionary/SG ASL Blonde Alt 2024-5-15 GIF.gif,,BLONDE ALT,,
content/asl_app_data/dictionary/SG ASL Blonde Alt 2024-5-15.mkv,,BLONDE ALT,,
content/asl_app_data/dictionary/SG ASL Breezy 2 2024-7-25.mkv,,BREEZY 2,,
content/asl_app_data/dictionary/SG ASL Breezy 2 2024-7-25 CC.mp4,,BREEZY 2,,
content/asl_app_data/dictionary/SG ASL Breezy 2 2024-7-25 GIF.gif,,BREEZY 2,,
content/asl_app_data/dictionary/SG ASL Baseball 2 2024-1-19 CC.mp4,,BASEBALL 2,,
content/asl_app_data/dictionary/SG ASL Baseball 2 2024-1-19 GIF.gif,,BASEBALL 2,,
content/asl_app_data/dictionary/SG ASL Baseball 2 2024-1-19.mkv,,BASEBALL 2,,
content/asl_app_data/dictionary/SG ASL Boxing Alt 2024-7-3 CC.mp4,,BOXING ALT,,
content/asl_app_data/dictionary/SG ASL Boxing Alt 2024-7-3.mkv,,BOXING ALT,,
content/asl_app_data/dictionary/SG ASL Boxing Alt 2024-7-3 GIF.gif,,BOXING ALT,,
content/asl_app_data/dictionary/SG ASL Barely (Alt) 2024-1-13.mkv,,BARELY (ALT),,
content/asl_app_data/dictionary/SG ASL Barely (Alt) 2024-1-13 GIF.gif,,BARELY (ALT),,
content/asl_app_data/dictionary/SG ASL Barely (Alt) 2024-1-13 CC.mp4,,BARELY (ALT),,
content/asl_app_data/dictionary/SG ASL Beefy 1 2024-3-2 CC.mp4,,BEEFY 1,,
content/asl_app_data/dictionary/SG ASL Beefy 1 2024-3-2 GIF.gif,,BEEFY 1,,
content/asl_app_data/dictionary/SG ASL Beefy 1 2024-3-2.mkv,,BEEFY 1,,
content/asl_app_data/dictionary/SG ASL Bump Fist 2024-8-16.mkv,,BUMP FIST,,
content/asl_app_data/dictionary/SG ASL Bump Fist 2024-8-16 GIF.gif,,BUMP FIST,,
content/asl_app_data/dictionary/SG ASL Bump Fist 2024-8-16 CC.mp4,,BUMP FIST,,
content/asl_app_data/dictionary/SG ASL Bewitch (Alt) 2024-4-8.mkv,,BEWITCH (ALT),,
content/asl_app_data/dictionary/SG ASL Bewitch (Alt) 2024-4-8 CC.mp4,,BEWITCH (ALT),,
content/asl_app_data/dictionary/SG ASL Bewitch (Alt) 2024-4-8 GIF.gif,,BEWITCH (ALT),,
content/asl_app_data/dictionary/SG ASL Blasphemy 2 2024-5-5 GIF.gif,,BLASPHEMY 2,,
content/asl_app_data/dictionary/SG ASL Blasphemy 2 2024-5-5.mkv,,BLASPHEMY 2,,
content/asl_app_data/dictionary/SG ASL Blasphemy 2 2024-5-5 CC.mp4,,BLASPHEMY 2,,
content/asl_app_data/dictionary/SG ASL Bright Smart Alt 2024-7-28 GIF.gif,,BRIGHT SMART ALT,,
content/asl_app_data/dictionary/SG ASL Bright Smart Alt 2024-7-28 CC.mp4,,BRIGHT SMART ALT,,
content/asl_app_data/dictionary/SG ASL Bright Smart Alt 2024-7-28.mkv,,BRIGHT SMART ALT,,
content/asl_app_data/dictionary/SG ASL Bio Diversity 2024-4-22 CC.mp4,,BIO DIVERSITY,,
content/asl_app_data/dictionary/SG ASL Bio Diversity 2024-4-22.mkv,,BIO DIVERSITY,,
content/asl_app_data/dictionary/SG ASL Bio Diversity 2024-4-22 GIF.gif,,BIO DIVERSITY,,
content/asl_app_data/dictionary/SG ASL Bother Someone 2024-6-25 GIF.gif,,BOTHER SOMEONE,,
content/asl_app_data/dictionary/SG ASL Bother Someone 2024-6-25 CC.mp4,,BOTHER SOMEONE,,
content/asl_app_data/dictionary/SG ASL Bother Someone 2024-6-25.mkv,,BOTHER SOMEONE,,
content/asl_app_data/dictionary/SG ASL Barbed Wire 3 2024-1-12 GIF.gif,,BARBED WIRE 3,,
content/asl_app_data/dictionary/SG ASL Barbed Wire 3 2024-1-12 CC.mp4,,BARBED WIRE 3,,
content/asl_app_data/dictionary/SG ASL Barbed Wire 3 2024-1-12.mkv,,BARBED WIRE 3,,
content/asl_app_data/dictionary/SG ASL Baseless 2 2024-1-21.mkv,,BASELESS 2,,
content/asl_app_data/dictionary/SG ASL Baseless 2 2024-1-21 CC.mp4,,BASELESS 2,,
content/asl_app_data/dictionary/SG ASL Baseless 2 2024-1-21 GIF.gif,,BASELESS 2,,
content/asl_app_data/dictionary/SG ASL Banana Alt 2 2023-12-24 CC.mp4,,BANANA ALT 2,,
content/asl_app_data/dictionary/SG ASL Banana Alt 2 2023-12-24 GIF.gif,,BANANA ALT 2,,
content/asl_app_data/dictionary/SG ASL Banana Alt 2 2023-12-24.mkv,,BANANA ALT 2,,
content/asl_app_data/dictionary/SG ASL Beam (Headlight) 2024-2-14 CC.mp4,,BEAM (HEADLIGHT),,
content/asl_app_data/dictionary/SG ASL Beam (Headlight) 2024-2-14.mkv,,BEAM (HEADLIGHT),,
content/asl_app_data/dictionary/SG ASL Beam (Headlight) 2024-2-14 GIF.gif,,BEAM (HEADLIGHT),,
content/asl_app_data/dictionary/SG ASL Betray (Variant) 2024-4-5 GIF.gif,,BETRAY (VARIANT),,
content/asl_app_data/dictionary/SG ASL Betray (Variant) 2024-4-5.mkv,,BETRAY (VARIANT),,
content/asl_app_data/dictionary/SG ASL Betray (Variant) 2024-4-5 CC.mp4,,BETRAY (VARIANT),,
content/asl_app_data/dictionary/SG ASL Babysit (Variant) 2023-11-27.mkv,,BABYSIT (VARIANT),,
content/asl_app_data/dictionary/SG ASL Babysit (Variant) 2023-11-27 GIF.gif,,BABYSIT (VARIANT),,
content/asl_app_data/dictionary/SG ASL Babysit (Variant) 2023-11-27 CC.mp4,,BABYSIT (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bang Up (Alt) 3 2024-1-4 CC.mp4,,BANG UP (ALT) 3,,
content/asl_app_data/dictionary/SG ASL Bang Up (Alt) 3 2024-1-4.mkv,,BANG UP (ALT) 3,,
content/asl_app_data/dictionary/SG ASL Bang Up (Alt) 3 2024-1-4 GIF.gif,,BANG UP (ALT) 3,,
content/asl_app_data/dictionary/SG ASL Baliff 3 2023-12-18.mkv,,BALIFF 3,,
content/asl_app_data/dictionary/SG ASL Baliff 3 2023-12-18 CC.mp4,,BALIFF 3,,
content/asl_app_data/dictionary/SG ASL Baliff 3 2023-12-18 GIF.gif,,BALIFF 3,,
content/asl_app_data/dictionary/SG ASL Browse Look Around 2024-8-7.mkv,,BROWSE LOOK AROUND,,
content/asl_app_data/dictionary/SG ASL Browse Look Around 2024-8-7 GIF.gif,,BROWSE LOOK AROUND,,
content/asl_app_data/dictionary/SG ASL Browse Look Around 2024-8-7 CC.mp4,,BROWSE LOOK AROUND,,
content/asl_app_data/dictionary/SG ASL Bless 2 2024-5-8.mkv,,BLESS 2,,
content/asl_app_data/dictionary/SG ASL Bless 2 2024-5-8 CC.mp4,,BLESS 2,,
content/asl_app_data/dictionary/SG ASL Bless 2 2024-5-8 GIF.gif,,BLESS 2,,
content/asl_app_data/dictionary/SG ASL Between (Alt) 2024-4-6 GIF.gif,,BETWEEN (ALT),,
content/asl_app_data/dictionary/SG ASL Between (Alt) 2024-4-6 CC.mp4,,BETWEEN (ALT),,
content/asl_app_data/dictionary/SG ASL Between (Alt) 2024-4-6.mkv,,BETWEEN (ALT),,
content/asl_app_data/dictionary/SG ASL Basement (Alt) 2 2024-1-22.mkv,,BASEMENT (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Basement (Alt) 2 2024-1-22 CC.mp4,,BASEMENT (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Basement (Alt) 2 2024-1-22 GIF.gif,,BASEMENT (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bowling Ball Alt 2024-7-2.mkv,,BOWLING BALL ALT,,
content/asl_app_data/dictionary/SG ASL Bowling Ball Alt 2024-7-2 CC.mp4,,BOWLING BALL ALT,,
content/asl_app_data/dictionary/SG ASL Bowling Ball Alt 2024-7-2 GIF.gif,,BOWLING BALL ALT,,
content/asl_app_data/dictionary/SG ASL Barren 3 2024-1-17 CC.mp4,,BARREN 3,,
content/asl_app_data/dictionary/SG ASL Barren 3 2024-1-17 GIF.gif,,BARREN 3,,
content/asl_app_data/dictionary/SG ASL Barren 3 2024-1-17.mkv,,BARREN 3,,
content/asl_app_data/dictionary/SG ASL Balloon 2 2023-12-20 CC.mp4,,BALLOON 2,,
content/asl_app_data/dictionary/SG ASL Balloon 2 2023-12-20.mkv,,BALLOON 2,,
content/asl_app_data/dictionary/SG ASL Balloon 2 2023-12-20 GIF.gif,,BALLOON 2,,
content/asl_app_data/dictionary/SG ASL Baseball Glove (Alt Extended) 2 2024-1-20.mkv,,BASEBALL GLOVE (ALT EXTENDED) 2,,
content/asl_app_data/dictionary/SG ASL Baseball Glove (Alt Extended) 2 2024-1-20 CC.mp4,,BASEBALL GLOVE (ALT EXTENDED) 2,,
content/asl_app_data/dictionary/SG ASL Baseball Glove (Alt Extended) 2 2024-1-20 GIF.gif,,BASEBALL GLOVE (ALT EXTENDED) 2,,
content/asl_app_data/dictionary/SG ASL Battery (Alt) 2024-2-7 CC.mp4,,BATTERY (ALT),,
content/asl_app_data/dictionary/SG ASL Battery (Alt) 2024-2-7.mkv,,BATTERY (ALT),,
content/asl_app_data/dictionary/SG ASL Battery (Alt) 2024-2-7 GIF.gif,,BATTERY (ALT),,
content/asl_app_data/dictionary/SG ASL Blow Dry 2024-5-20 CC.mp4,,BLOW DRY,,
content/asl_app_data/dictionary/SG ASL Blow Dry 2024-5-20 GIF.gif,,BLOW DRY,,
content/asl_app_data/dictionary/SG ASL Blow Dry 2024-5-20.mkv,,BLOW DRY,,
content/asl_app_data/dictionary/SG ASL Beloved (Alt) 2 2024-3-19.mkv,,BELOVED (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Beloved (Alt) 2 2024-3-19 CC.mp4,,BELOVED (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Beloved (Alt) 2 2024-3-19 GIF.gif,,BELOVED (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bloodbath 1 2024-5-18.mkv,,BLOODBATH 1,,
content/asl_app_data/dictionary/SG ASL Bloodbath 1 2024-5-18 CC.mp4,,BLOODBATH 1,,
content/asl_app_data/dictionary/SG ASL Bloodbath 1 2024-5-18 GIF.gif,,BLOODBATH 1,,
content/asl_app_data/dictionary/SG ASL Breach Variant 2 2024-7-14 GIF.gif,,BREACH VARIANT 2,,
content/asl_app_data/dictionary/SG ASL Breach Variant 2 2024-7-14.mkv,,BREACH VARIANT 2,,
content/asl_app_data/dictionary/SG ASL Breach Variant 2 2024-7-14 CC.mp4,,BREACH VARIANT 2,,
content/asl_app_data/dictionary/SG ASL Business 1 2024-9-2 CC.mp4,,BUSINESS 1,,
content/asl_app_data/dictionary/SG ASL Business 1 2024-9-2 GIF.gif,,BUSINESS 1,,
content/asl_app_data/dictionary/SG ASL Business 1 2024-9-2.mkv,,BUSINESS 1,,
content/asl_app_data/dictionary/SG ASL Bear in Mind 2024-2-19 GIF.gif,,BEAR IN MIND,,
content/asl_app_data/dictionary/SG ASL Bear in Mind 2024-2-19.mkv,,BEAR IN MIND,,
content/asl_app_data/dictionary/SG ASL Bear in Mind 2024-2-19 CC.mp4,,BEAR IN MIND,,
content/asl_app_data/dictionary/SG ASL Boss Combined 2024-6-23 CC.mp4,,BOSS COMBINED,,
content/asl_app_data/dictionary/SG ASL Boss Combined 2024-6-23.mkv,,BOSS COMBINED,,
content/asl_app_data/dictionary/SG ASL Boss Combined 2024-6-23 GIF.gif,,BOSS COMBINED,,
content/asl_app_data/dictionary/SG ASL Broke Money 2024-8-2 GIF.gif,,BROKE MONEY,,
content/asl_app_data/dictionary/SG ASL Broke Money 2024-8-2 CC.mp4,,BROKE MONEY,,
content/asl_app_data/dictionary/SG ASL Broke Money 2024-8-2.mkv,,BROKE MONEY,,
content/asl_app_data/dictionary/SG ASL Backlight 1 2023-12-6 CC.mp4,,BACKLIGHT 1,,
content/asl_app_data/dictionary/SG ASL Backlight 1 2023-12-6.mkv,,BACKLIGHT 1,,
content/asl_app_data/dictionary/SG ASL Backlight 1 2023-12-6 GIF.gif,,BACKLIGHT 1,,
content/asl_app_data/dictionary/SG ASL Border Alt 2 2024-6-19 GIF.gif,,BORDER ALT 2,,
content/asl_app_data/dictionary/SG ASL Border Alt 2 2024-6-19.mkv,,BORDER ALT 2,,
content/asl_app_data/dictionary/SG ASL Border Alt 2 2024-6-19 CC.mp4,,BORDER ALT 2,,
content/asl_app_data/dictionary/SG ASL Brand New Alt 2024-7-10.mkv,,BRAND NEW ALT,,
content/asl_app_data/dictionary/SG ASL Brand New Alt 2024-7-10 CC.mp4,,BRAND NEW ALT,,
content/asl_app_data/dictionary/SG ASL Brand New Alt 2024-7-10 GIF.gif,,BRAND NEW ALT,,
content/asl_app_data/dictionary/SG ASL Beak (Variant) 2 2024-2-14.mkv,,BEAK (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Beak (Variant) 2 2024-2-14 GIF.gif,,BEAK (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Beak (Variant) 2 2024-2-14 CC.mp4,,BEAK (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Breaking In 2024-7-20 GIF.gif,,BREAKING IN,,
content/asl_app_data/dictionary/SG ASL Breaking In 2024-7-20 CC.mp4,,BREAKING IN,,
content/asl_app_data/dictionary/SG ASL Breaking In 2024-7-20.mkv,,BREAKING IN,,
content/asl_app_data/dictionary/SG ASL Benediction (Extended) 2024-3-25 GIF.gif,,BENEDICTION (EXTENDED),,
content/asl_app_data/dictionary/SG ASL Benediction (Extended) 2024-3-25.mkv,,BENEDICTION (EXTENDED),,
content/asl_app_data/dictionary/SG ASL Benediction (Extended) 2024-3-25 CC.mp4,,BENEDICTION (EXTENDED),,
content/asl_app_data/dictionary/SG ASL Babble Motion Spin 2 Handed 2 2023-11-21 CC.mp4,,BABBLE MOTION SPIN 2 HANDED 2,,
content/asl_app_data/dictionary/SG ASL Babble Motion Spin 2 Handed 2 2023-11-21 GIF.gif,,BABBLE MOTION SPIN 2 HANDED 2,,
content/asl_app_data/dictionary/SG ASL Babble Motion Spin 2 Handed 2 2023-11-21.mkv,,BABBLE MOTION SPIN 2 HANDED 2,,
content/asl_app_data/dictionary/SG ASL Bankrupt (Sad) 2024-1-6 CC.mp4,,BANKRUPT (SAD),,
content/asl_app_data/dictionary/SG ASL Bankrupt (Sad) 2024-1-6 GIF.gif,,BANKRUPT (SAD),,
content/asl_app_data/dictionary/SG ASL Bankrupt (Sad) 2024-1-6.mkv,,BANKRUPT (SAD),,
content/asl_app_data/dictionary/SG ASL Benefit (Variant) 2024-3-26.mkv,,BENEFIT (VARIANT),,
content/asl_app_data/dictionary/SG ASL Benefit (Variant) 2024-3-26 GIF.gif,,BENEFIT (VARIANT),,
content/asl_app_data/dictionary/SG ASL Benefit (Variant) 2024-3-26 CC.mp4,,BENEFIT (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bottom Butt 2024-6-26 GIF.gif,,BOTTOM BUTT,,
content/asl_app_data/dictionary/SG ASL Bottom Butt 2024-6-26.mkv,,BOTTOM BUTT,,
content/asl_app_data/dictionary/SG ASL Bottom Butt 2024-6-26 CC.mp4,,BOTTOM BUTT,,
content/asl_app_data/dictionary/SG ASL Blender Cooking 2024-5-8 CC.mp4,,BLENDER COOKING,,
content/asl_app_data/dictionary/SG ASL Blender Cooking 2024-5-8 GIF.gif,,BLENDER COOKING,,
content/asl_app_data/dictionary/SG ASL Blender Cooking 2024-5-8.mkv,,BLENDER COOKING,,
content/asl_app_data/dictionary/SG ASL Bloom Extended 2024-5-19 GIF.gif,,BLOOM EXTENDED,,
content/asl_app_data/dictionary/SG ASL Bloom Extended 2024-5-19.mkv,,BLOOM EXTENDED,,
content/asl_app_data/dictionary/SG ASL Bloom Extended 2024-5-19 CC.mp4,,BLOOM EXTENDED,,
content/asl_app_data/dictionary/SG ASL Bore Variant 2024-6-20 GIF.gif,,BORE VARIANT,,
content/asl_app_data/dictionary/SG ASL Bore Variant 2024-6-20 CC.mp4,,BORE VARIANT,,
content/asl_app_data/dictionary/SG ASL Bore Variant 2024-6-20.mkv,,BORE VARIANT,,
content/asl_app_data/dictionary/SG ASL Board Commitee 2024-5-29.mkv,,BOARD COMMITEE,,
content/asl_app_data/dictionary/SG ASL Board Commitee 2024-5-29 GIF.gif,,BOARD COMMITEE,,
content/asl_app_data/dictionary/SG ASL Board Commitee 2024-5-29 CC.mp4,,BOARD COMMITEE,,
content/asl_app_data/dictionary/SG ASL Beer (Alt) 2024-3-4 GIF.gif,,BEER (ALT),,
content/asl_app_data/dictionary/SG ASL Beer (Alt) 2024-3-4.mkv,,BEER (ALT),,
content/asl_app_data/dictionary/SG ASL Beer (Alt) 2024-3-4 CC.mp4,,BEER (ALT),,
content/asl_app_data/dictionary/SG ASL Bar (Prevent) 2024-1-10 CC.mp4,,BAR (PREVENT),,
content/asl_app_data/dictionary/SG ASL Bar (Prevent) 2024-1-10.mkv,,BAR (PREVENT),,
content/asl_app_data/dictionary/SG ASL Bar (Prevent) 2024-1-10 GIF.gif,,BAR (PREVENT),,
content/asl_app_data/dictionary/SG ASL Beat (Me) 2 2024-2-21 GIF.gif,,BEAT (ME) 2,,
content/asl_app_data/dictionary/SG ASL Beat (Me) 2 2024-2-21.mkv,,BEAT (ME) 2,,
content/asl_app_data/dictionary/SG ASL Beat (Me) 2 2024-2-21 CC.mp4,,BEAT (ME) 2,,
content/asl_app_data/dictionary/SG ASL Bedridden 2 2024-2-27 CC.mp4,,BEDRIDDEN 2,,
content/asl_app_data/dictionary/SG ASL Bedridden 2 2024-2-27 GIF.gif,,BEDRIDDEN 2,,
content/asl_app_data/dictionary/SG ASL Bedridden 2 2024-2-27.mkv,,BEDRIDDEN 2,,
content/asl_app_data/dictionary/SG ASL Beast 1 2024-2-20 CC.mp4,,BEAST 1,,
content/asl_app_data/dictionary/SG ASL Beast 1 2024-2-20.mkv,,BEAST 1,,
content/asl_app_data/dictionary/SG ASL Beast 1 2024-2-20 GIF.gif,,BEAST 1,,
content/asl_app_data/dictionary/SG ASL Britain 1 2024-7-31 GIF.gif,,BRITAIN 1,,
content/asl_app_data/dictionary/SG ASL Britain 1 2024-7-31.mkv,,BRITAIN 1,,
content/asl_app_data/dictionary/SG ASL Britain 1 2024-7-31 CC.mp4,,BRITAIN 1,,
content/asl_app_data/dictionary/SG ASL Bland 2 2024-5-3 GIF.gif,,BLAND 2,,
content/asl_app_data/dictionary/SG ASL Bland 2 2024-5-3.mkv,,BLAND 2,,
content/asl_app_data/dictionary/SG ASL Bland 2 2024-5-3 CC.mp4,,BLAND 2,,
content/asl_app_data/dictionary/SG ASL Board Directors 2024-5-29 CC.mp4,,BOARD DIRECTORS,,
content/asl_app_data/dictionary/SG ASL Board Directors 2024-5-29 GIF.gif,,BOARD DIRECTORS,,
content/asl_app_data/dictionary/SG ASL Board Directors 2024-5-29.mkv,,BOARD DIRECTORS,,
content/asl_app_data/dictionary/SG ASL Brown Hair 2024-8-6.mkv,,BROWN HAIR,,
content/asl_app_data/dictionary/SG ASL Brown Hair 2024-8-6 GIF.gif,,BROWN HAIR,,
content/asl_app_data/dictionary/SG ASL Brown Hair 2024-8-6 CC.mp4,,BROWN HAIR,,
content/asl_app_data/dictionary/SG ASL Beeper (Alt) 2024-3-4.mkv,,BEEPER (ALT),,
content/asl_app_data/dictionary/SG ASL Beeper (Alt) 2024-3-4 GIF.gif,,BEEPER (ALT),,
content/asl_app_data/dictionary/SG ASL Beeper (Alt) 2024-3-4 CC.mp4,,BEEPER (ALT),,
content/asl_app_data/dictionary/SG ASL Breakfast Time 2024-7-16 CC.mp4,,BREAKFAST TIME,,
content/asl_app_data/dictionary/SG ASL Breakfast Time 2024-7-16 GIF.gif,,BREAKFAST TIME,,
content/asl_app_data/dictionary/SG ASL Breakfast Time 2024-7-16.mkv,,BREAKFAST TIME,,
content/asl_app_data/dictionary/SG ASL Boom Town 1 2024-6-12 GIF.gif,,BOOM TOWN 1,,
content/asl_app_data/dictionary/SG ASL Boom Town 1 2024-6-12 CC.mp4,,BOOM TOWN 1,,
content/asl_app_data/dictionary/SG ASL Boom Town 1 2024-6-12.mkv,,BOOM TOWN 1,,
content/asl_app_data/dictionary/SG ASL Baptism (Variant) 2024-1-9.mkv,,BAPTISM (VARIANT),,
content/asl_app_data/dictionary/SG ASL Baptism (Variant) 2024-1-9 GIF.gif,,BAPTISM (VARIANT),,
content/asl_app_data/dictionary/SG ASL Baptism (Variant) 2024-1-9 CC.mp4,,BAPTISM (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bitter (Disappointed) 2024-4-26 CC.mp4,,BITTER (DISAPPOINTED),,
content/asl_app_data/dictionary/SG ASL Bitter (Disappointed) 2024-4-26 GIF.gif,,BITTER (DISAPPOINTED),,
content/asl_app_data/dictionary/SG ASL Bitter (Disappointed) 2024-4-26.mkv,,BITTER (DISAPPOINTED),,
content/asl_app_data/dictionary/SG ASL Bachelorette 2 2023-11-29 CC.mp4,,BACHELORETTE 2,,
content/asl_app_data/dictionary/SG ASL Bachelorette 2 2023-11-29 GIF.gif,,BACHELORETTE 2,,
content/asl_app_data/dictionary/SG ASL Bachelorette 2 2023-11-29.mkv,,BACHELORETTE 2,,
content/asl_app_data/dictionary/SG ASL Black Market 1 2024-4-28.mkv,,BLACK MARKET 1,,
content/asl_app_data/dictionary/SG ASL Black Market 1 2024-4-28 CC.mp4,,BLACK MARKET 1,,
content/asl_app_data/dictionary/SG ASL Black Market 1 2024-4-28 GIF.gif,,BLACK MARKET 1,,
content/asl_app_data/dictionary/SG ASL Bury 2 2024-9-1 CC.mp4,,BURY 2,,
content/asl_app_data/dictionary/SG ASL Bury 2 2024-9-1 GIF.gif,,BURY 2,,
content/asl_app_data/dictionary/SG ASL Bury 2 2024-9-1.mkv,,BURY 2,,
content/asl_app_data/dictionary/SG ASL Benefit 2 2024-3-26 CC.mp4,,BENEFIT 2,,
content/asl_app_data/dictionary/SG ASL Benefit 2 2024-3-26 GIF.gif,,BENEFIT 2,,
content/asl_app_data/dictionary/SG ASL Benefit 2 2024-3-26.mkv,,BENEFIT 2,,
content/asl_app_data/dictionary/SG ASL Branch Path 2024-7-10.mkv,,BRANCH PATH,,
content/asl_app_data/dictionary/SG ASL Branch Path 2024-7-10 GIF.gif,,BRANCH PATH,,
content/asl_app_data/dictionary/SG ASL Branch Path 2024-7-10 CC.mp4,,BRANCH PATH,,
content/asl_app_data/dictionary/SG ASL Bash (Physical) 2 2024-1-24 CC.mp4,,BASH (PHYSICAL) 2,,
content/asl_app_data/dictionary/SG ASL Bash (Physical) 2 2024-1-24.mkv,,BASH (PHYSICAL) 2,,
content/asl_app_data/dictionary/SG ASL Bash (Physical) 2 2024-1-24 GIF.gif,,BASH (PHYSICAL) 2,,
content/asl_app_data/dictionary/SG ASL Broom Alt 2024-8-3 CC.mp4,,BROOM ALT,,
content/asl_app_data/dictionary/SG ASL Broom Alt 2024-8-3.mkv,,BROOM ALT,,
content/asl_app_data/dictionary/SG ASL Broom Alt 2024-8-3 GIF.gif,,BROOM ALT,,
content/asl_app_data/dictionary/SG ASL Baseball player 2024-1-21 GIF.gif,,BASEBALL PLAYER,,
content/asl_app_data/dictionary/SG ASL Baseball player 2024-1-21.mkv,,BASEBALL PLAYER,,
content/asl_app_data/dictionary/SG ASL Baseball player 2024-1-21 CC.mp4,,BASEBALL PLAYER,,
content/asl_app_data/dictionary/SG ASL Black Pepper 1 2024-4-30 GIF.gif,,BLACK PEPPER 1,,
content/asl_app_data/dictionary/SG ASL Black Pepper 1 2024-4-30 CC.mp4,,BLACK PEPPER 1,,
content/asl_app_data/dictionary/SG ASL Black Pepper 1 2024-4-30.mkv,,BLACK PEPPER 1,,
content/asl_app_data/dictionary/SG ASL Business Card 2024-9-2 CC.mp4,,BUSINESS CARD,,
content/asl_app_data/dictionary/SG ASL Business Card 2024-9-2 GIF.gif,,BUSINESS CARD,,
content/asl_app_data/dictionary/SG ASL Business Card 2024-9-2.mkv,,BUSINESS CARD,,
content/asl_app_data/dictionary/SG ASL Brief Alt 2024-7-27 CC.mp4,,BRIEF ALT,,
content/asl_app_data/dictionary/SG ASL Brief Alt 2024-7-27.mkv,,BRIEF ALT,,
content/asl_app_data/dictionary/SG ASL Brief Alt 2024-7-27 GIF.gif,,BRIEF ALT,,
content/asl_app_data/dictionary/SG ASL Blizzard Alt 2 2024-5-12 CC.mp4,,BLIZZARD ALT 2,,
content/asl_app_data/dictionary/SG ASL Blizzard Alt 2 2024-5-12 GIF.gif,,BLIZZARD ALT 2,,
content/asl_app_data/dictionary/SG ASL Blizzard Alt 2 2024-5-12.mkv,,BLIZZARD ALT 2,,
content/asl_app_data/dictionary/SG ASL Blast 2 2024-5-5 CC.mp4,,BLAST 2,,
