path,word,token,phrase,upload_date
content/asl_app_data/dictionary/SG ASL Behalf (Alt) 1 2024-3-11.mkv,,BEHALF (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Bell (Variant) 2024-3-16.mkv,,BELL (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bell (Variant) 2024-3-16 GIF.gif,,BELL (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bell (Variant) 2024-3-16 CC.mp4,,BELL (VARIANT),,
content/asl_app_data/dictionary/SG ASL Breeze Alt 2024-7-26 CC.mp4,,BREEZE ALT,,
content/asl_app_data/dictionary/SG ASL Breeze Alt 2024-7-26 GIF.gif,,BREEZE ALT,,
content/asl_app_data/dictionary/SG ASL Breeze Alt 2024-7-26.mkv,,BREEZE ALT,,
content/asl_app_data/dictionary/SG ASL Bathing suit (1 Piece) 2024-2-2 CC.mp4,,BATHING SUIT (1 PIECE),,
content/asl_app_data/dictionary/SG ASL Bathing suit (1 Piece) 2024-2-2.mkv,,BATHING SUIT (1 PIECE),,
content/asl_app_data/dictionary/SG ASL Bathing suit (1 Piece) 2024-2-2 GIF.gif,,BATHING SUIT (1 PIECE),,
content/asl_app_data/dictionary/SG ASL Ballroom 1 2023-12-20 CC.mp4,,BALLROOM 1,,
content/asl_app_data/dictionary/SG ASL Ballroom 1 2023-12-20 GIF.gif,,BALLROOM 1,,
content/asl_app_data/dictionary/SG ASL Ballroom 1 2023-12-20.mkv,,BALLROOM 1,,
content/asl_app_data/dictionary/SG ASL Bottle Neck Alt 2024-6-25 CC.mp4,,BOTTLE NECK ALT,,
content/asl_app_data/dictionary/SG ASL Bottle Neck Alt 2024-6-25 GIF.gif,,BOTTLE NECK ALT,,
content/asl_app_data/dictionary/SG ASL Bottle Neck Alt 2024-6-25.mkv,,BOTTLE NECK ALT,,
content/asl_app_data/dictionary/SG ASL Bewitch 2 Handed 2024-4-8.mkv,,BEWITCH 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Bewitch 2 Handed 2024-4-8 GIF.gif,,BEWITCH 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Bewitch 2 Handed 2024-4-8 CC.mp4,,BEWITCH 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Bump into Another Person 2024-8-17 CC.mp4,,BUMP INTO ANOTHER PERSON,,
content/asl_app_data/dictionary/SG ASL Bump into Another Person 2024-8-17 GIF.gif,,BUMP INTO ANOTHER PERSON,,
content/asl_app_data/dictionary/SG ASL Bump into Another Person 2024-8-17.mkv,,BUMP INTO ANOTHER PERSON,,
content/asl_app_data/dictionary/SG ASL Barely 2 2024-1-13 GIF.gif,,BARELY 2,,
content/asl_app_data/dictionary/SG ASL Barely 2 2024-1-13.mkv,,BARELY 2,,
content/asl_app_data/dictionary/SG ASL Barely 2 2024-1-13 CC.mp4,,BARELY 2,,
content/asl_app_data/dictionary/SG ASL Bang 1 2024-1-4 GIF.gif,,BANG 1,,
content/asl_app_data/dictionary/SG ASL Bang 1 2024-1-4 CC.mp4,,BANG 1,,
content/asl_app_data/dictionary/SG ASL Bang 1 2024-1-4.mkv,,BANG 1,,
content/asl_app_data/dictionary/SG ASL Burgular Other 2 2024-8-22 GIF.gif,,BURGULAR OTHER 2,,
content/asl_app_data/dictionary/SG ASL Burgular Other 2 2024-8-22.mkv,,BURGULAR OTHER 2,,
content/asl_app_data/dictionary/SG ASL Burgular Other 2 2024-8-22 CC.mp4,,BURGULAR OTHER 2,,
content/asl_app_data/dictionary/SG ASL Bewilder (Alt) 1 2024-4-7 CC.mp4,,BEWILDER (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Bewilder (Alt) 1 2024-4-7 GIF.gif,,BEWILDER (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Bewilder (Alt) 1 2024-4-7.mkv,,BEWILDER (ALT) 1,,
content/asl_app_data/dictionary/SG ASL BriefCase 1 2024-7-27.mkv,,BRIEFCASE 1,,
content/asl_app_data/dictionary/SG ASL BriefCase 1 2024-7-27 GIF.gif,,BRIEFCASE 1,,
content/asl_app_data/dictionary/SG ASL BriefCase 1 2024-7-27 CC.mp4,,BRIEFCASE 1,,
content/asl_app_data/dictionary/SG ASL Bucket Combined 1 2024-8-11.mkv,,BUCKET COMBINED 1,,
content/asl_app_data/dictionary/SG ASL Bucket Combined 1 2024-8-11 CC.mp4,,BUCKET COMBINED 1,,
content/asl_app_data/dictionary/SG ASL Bucket Combined 1 2024-8-11 GIF.gif,,BUCKET COMBINED 1,,
content/asl_app_data/dictionary/SG ASL Bang Up 2 2024-1-4.mkv,,BANG UP 2,,
content/asl_app_data/dictionary/SG ASL Bang Up 2 2024-1-4 GIF.gif,,BANG UP 2,,
content/asl_app_data/dictionary/SG ASL Bang Up 2 2024-1-4 CC.mp4,,BANG UP 2,,
content/asl_app_data/dictionary/SG ASL Beat (Sound) 1 2024-2-22 CC.mp4,,BEAT (SOUND) 1,,
content/asl_app_data/dictionary/SG ASL Beat (Sound) 1 2024-2-22.mkv,,BEAT (SOUND) 1,,
content/asl_app_data/dictionary/SG ASL Beat (Sound) 1 2024-2-22 GIF.gif,,BEAT (SOUND) 1,,
content/asl_app_data/dictionary/SG ASL Babble Motion Spin 2023-11-22 CC.mp4,,BABBLE MOTION SPIN,,
content/asl_app_data/dictionary/SG ASL Babble Motion Spin 2023-11-22 GIF.gif,,BABBLE MOTION SPIN,,
content/asl_app_data/dictionary/SG ASL Babble Motion Spin 2023-11-22.mkv,,BABBLE MOTION SPIN,,
content/asl_app_data/dictionary/SG ASL British Columbia 2024-8-1.mkv,,BRITISH COLUMBIA,,
content/asl_app_data/dictionary/SG ASL British Columbia 2024-8-1 GIF.gif,,BRITISH COLUMBIA,,
content/asl_app_data/dictionary/SG ASL British Columbia 2024-8-1 CC.mp4,,BRITISH COLUMBIA,,
content/asl_app_data/dictionary/SG ASL Bow Salute Down 2024-7-1 GIF.gif,,BOW SALUTE DOWN,,
content/asl_app_data/dictionary/SG ASL Bow Salute Down 2024-7-1.mkv,,BOW SALUTE DOWN,,
content/asl_app_data/dictionary/SG ASL Bow Salute Down 2024-7-1 CC.mp4,,BOW SALUTE DOWN,,
content/asl_app_data/dictionary/SG ASL Barter 2 2024-1-18 CC.mp4,,BARTER 2,,
content/asl_app_data/dictionary/SG ASL Barter 2 2024-1-18.mkv,,BARTER 2,,
content/asl_app_data/dictionary/SG ASL Barter 2 2024-1-18 GIF.gif,,BARTER 2,,
content/asl_app_data/dictionary/SG ASL Bog (Stuck) 2024-6-2.mkv,,BOG (STUCK),,
content/asl_app_data/dictionary/SG ASL Bog (Stuck) 2024-6-2 CC.mp4,,BOG (STUCK),,
content/asl_app_data/dictionary/SG ASL Bog (Stuck) 2024-6-2 GIF.gif,,BOG (STUCK),,
content/asl_app_data/dictionary/SG ASL Batch 2 Handed 2024-2-1 CC.mp4,,BATCH 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Batch 2 Handed 2024-2-1 GIF.gif,,BATCH 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Batch 2 Handed 2024-2-1.mkv,,BATCH 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Backlog 1 2023-12-6.mkv,,BACKLOG 1,,
content/asl_app_data/dictionary/SG ASL Backlog 1 2023-12-6 CC.mp4,,BACKLOG 1,,
content/asl_app_data/dictionary/SG ASL Backlog 1 2023-12-6 GIF.gif,,BACKLOG 1,,
content/asl_app_data/dictionary/SG ASL Born Alt 2024-6-21 CC.mp4,,BORN ALT,,
content/asl_app_data/dictionary/SG ASL Born Alt 2024-6-21.mkv,,BORN ALT,,
content/asl_app_data/dictionary/SG ASL Born Alt 2024-6-21 GIF.gif,,BORN ALT,,
content/asl_app_data/dictionary/SG ASL Blacklist 1 2024-5-1 GIF.gif,,BLACKLIST 1,,
content/asl_app_data/dictionary/SG ASL Blacklist 1 2024-5-1.mkv,,BLACKLIST 1,,
content/asl_app_data/dictionary/SG ASL Blacklist 1 2024-5-1 CC.mp4,,BLACKLIST 1,,
content/asl_app_data/dictionary/SG ASL Benevolent (Alt) 2024-3-27.mkv,,BENEVOLENT (ALT),,
content/asl_app_data/dictionary/SG ASL Benevolent (Alt) 2024-3-27 GIF.gif,,BENEVOLENT (ALT),,
content/asl_app_data/dictionary/SG ASL Benevolent (Alt) 2024-3-27 CC.mp4,,BENEVOLENT (ALT),,
content/asl_app_data/dictionary/SG ASL Bead Necklace 2024-2-14 GIF.gif,,BEAD NECKLACE,,
content/asl_app_data/dictionary/SG ASL Bead Necklace 2024-2-14 CC.mp4,,BEAD NECKLACE,,
content/asl_app_data/dictionary/SG ASL Bead Necklace 2024-2-14.mkv,,BEAD NECKLACE,,
content/asl_app_data/dictionary/SG ASL Band (Alt) 2023-12-30 CC.mp4,,BAND (ALT),,
content/asl_app_data/dictionary/SG ASL Band (Alt) 2023-12-30 GIF.gif,,BAND (ALT),,
content/asl_app_data/dictionary/SG ASL Band (Alt) 2023-12-30.mkv,,BAND (ALT),,
content/asl_app_data/dictionary/SG ASL Begin 1 2024-3-10 CC.mp4,,BEGIN 1,,
content/asl_app_data/dictionary/SG ASL Begin 1 2024-3-10.mkv,,BEGIN 1,,
content/asl_app_data/dictionary/SG ASL Begin 1 2024-3-10 GIF.gif,,BEGIN 1,,
content/asl_app_data/dictionary/SG ASL Bomber 2 2024-6-5 CC.mp4,,BOMBER 2,,
content/asl_app_data/dictionary/SG ASL Bomber 2 2024-6-5 GIF.gif,,BOMBER 2,,
content/asl_app_data/dictionary/SG ASL Bomber 2 2024-6-5.mkv,,BOMBER 2,,
content/asl_app_data/dictionary/SG ASL Bahamas 2 2023-12-16 GIF.gif,,BAHAMAS 2,,
content/asl_app_data/dictionary/SG ASL Bahamas 2 2023-12-16 CC.mp4,,BAHAMAS 2,,
content/asl_app_data/dictionary/SG ASL Bahamas 2 2023-12-16.mkv,,BAHAMAS 2,,
content/asl_app_data/dictionary/SG ASL Bear (Birth) 2 2024-2-16 CC.mp4,,BEAR (BIRTH) 2,,
content/asl_app_data/dictionary/SG ASL Bear (Birth) 2 2024-2-16.mkv,,BEAR (BIRTH) 2,,
content/asl_app_data/dictionary/SG ASL Bear (Birth) 2 2024-2-16 GIF.gif,,BEAR (BIRTH) 2,,
content/asl_app_data/dictionary/SG ASL Batting Average (Alt) 2024-2-9 GIF.gif,,BATTING AVERAGE (ALT),,
content/asl_app_data/dictionary/SG ASL Batting Average (Alt) 2024-2-9.mkv,,BATTING AVERAGE (ALT),,
content/asl_app_data/dictionary/SG ASL Batting Average (Alt) 2024-2-9 CC.mp4,,BATTING AVERAGE (ALT),,
content/asl_app_data/dictionary/SG ASL Blue Color Deep 2024-5-23 CC.mp4,,BLUE COLOR DEEP,,
content/asl_app_data/dictionary/SG ASL Blue Color Deep 2024-5-23.mkv,,BLUE COLOR DEEP,,
content/asl_app_data/dictionary/SG ASL Blue Color Deep 2024-5-23 GIF.gif,,BLUE COLOR DEEP,,
content/asl_app_data/dictionary/SG ASL Bison Alt 2 2024-4-25 GIF.gif,,BISON ALT 2,,
content/asl_app_data/dictionary/SG ASL Bison Alt 2 2024-4-25.mkv,,BISON ALT 2,,
content/asl_app_data/dictionary/SG ASL Bison Alt 2 2024-4-25 CC.mp4,,BISON ALT 2,,
content/asl_app_data/dictionary/SG ASL Beg 2 Handed 1 2024-3-10 GIF.gif,,BEG 2 HANDED 1,,
content/asl_app_data/dictionary/SG ASL Beg 2 Handed 1 2024-3-10 CC.mp4,,BEG 2 HANDED 1,,
content/asl_app_data/dictionary/SG ASL Beg 2 Handed 1 2024-3-10.mkv,,BEG 2 HANDED 1,,
content/asl_app_data/dictionary/SG ASL By Near 2024-9-6 CC.mp4,,BY NEAR,,
content/asl_app_data/dictionary/SG ASL By Near 2024-9-6 GIF.gif,,BY NEAR,,
content/asl_app_data/dictionary/SG ASL By Near 2024-9-6.mkv,,BY NEAR,,
content/asl_app_data/dictionary/SG ASL Banner (Alt) 2024-1-6 CC.mp4,,BANNER (ALT),,
content/asl_app_data/dictionary/SG ASL Banner (Alt) 2024-1-6.mkv,,BANNER (ALT),,
content/asl_app_data/dictionary/SG ASL Banner (Alt) 2024-1-6 GIF.gif,,BANNER (ALT),,
content/asl_app_data/dictionary/SG ASL Back (Spine) Alt 3 2023-11-30.mkv,,BACK (SPINE) ALT 3,,
content/asl_app_data/dictionary/SG ASL Back (Spine) Alt 3 2023-11-30 CC.mp4,,BACK (SPINE) ALT 3,,
content/asl_app_data/dictionary/SG ASL Back (Spine) Alt 3 2023-11-30 GIF.gif,,BACK (SPINE) ALT 3,,
content/asl_app_data/dictionary/SG ASL Bee (Alt) 2 2024-3-2 CC.mp4,,BEE (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bee (Alt) 2 2024-3-2.mkv,,BEE (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bee (Alt) 2 2024-3-2 GIF.gif,,BEE (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Blizzard 2 2024-5-12 GIF.gif,,BLIZZARD 2,,
content/asl_app_data/dictionary/SG ASL Blizzard 2 2024-5-12 CC.mp4,,BLIZZARD 2,,
content/asl_app_data/dictionary/SG ASL Blizzard 2 2024-5-12.mkv,,BLIZZARD 2,,
content/asl_app_data/dictionary/SG ASL Bell (Doorbell) 1 2024-3-16 CC.mp4,,BELL (DOORBELL) 1,,
content/asl_app_data/dictionary/SG ASL Bell (Doorbell) 1 2024-3-16 GIF.gif,,BELL (DOORBELL) 1,,
content/asl_app_data/dictionary/SG ASL Bell (Doorbell) 1 2024-3-16.mkv,,BELL (DOORBELL) 1,,
content/asl_app_data/dictionary/SG ASL Burp 1 2024-8-29 CC.mp4,,BURP 1,,
content/asl_app_data/dictionary/SG ASL Burp 1 2024-8-29.mkv,,BURP 1,,
content/asl_app_data/dictionary/SG ASL Burp 1 2024-8-29 GIF.gif,,BURP 1,,
content/asl_app_data/dictionary/SG ASL Bishop 2 2024-4-25 GIF.gif,,BISHOP 2,,
content/asl_app_data/dictionary/SG ASL Bishop 2 2024-4-25.mkv,,BISHOP 2,,
content/asl_app_data/dictionary/SG ASL Bishop 2 2024-4-25 CC.mp4,,BISHOP 2,,
content/asl_app_data/dictionary/SG ASL Babysit 2 2023-11-27.mkv,,BABYSIT 2,,
content/asl_app_data/dictionary/SG ASL Babysit 2 2023-11-27 GIF.gif,,BABYSIT 2,,
content/asl_app_data/dictionary/SG ASL Babysit 2 2023-11-27 CC.mp4,,BABYSIT 2,,
content/asl_app_data/dictionary/SG ASL Brat Alt 2024-7-10.mkv,,BRAT ALT,,
content/asl_app_data/dictionary/SG ASL Brat Alt 2024-7-10 GIF.gif,,BRAT ALT,,
content/asl_app_data/dictionary/SG ASL Brat Alt 2024-7-10 CC.mp4,,BRAT ALT,,
content/asl_app_data/dictionary/SG ASL Bedroom (Variant) 2024-2-29 CC.mp4,,BEDROOM (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bedroom (Variant) 2024-2-29 GIF.gif,,BEDROOM (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bedroom (Variant) 2024-2-29.mkv,,BEDROOM (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bequeath 2 2024-3-30 GIF.gif,,BEQUEATH 2,,
content/asl_app_data/dictionary/SG ASL Bequeath 2 2024-3-30.mkv,,BEQUEATH 2,,
content/asl_app_data/dictionary/SG ASL Bequeath 2 2024-3-30 CC.mp4,,BEQUEATH 2,,
content/asl_app_data/dictionary/SG ASL Barely (Variant) 2 2024-1-13 CC.mp4,,BARELY (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Barely (Variant) 2 2024-1-13.mkv,,BARELY (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Barely (Variant) 2 2024-1-13 GIF.gif,,BARELY (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Bunny 2 Handed 2024-8-19 CC.mp4,,BUNNY 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Bunny 2 Handed 2024-8-19 GIF.gif,,BUNNY 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Bunny 2 Handed 2024-8-19.mkv,,BUNNY 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Brace Yourself 1 2024-7-6 GIF.gif,,BRACE YOURSELF 1,,
content/asl_app_data/dictionary/SG ASL Brace Yourself 1 2024-7-6.mkv,,BRACE YOURSELF 1,,
content/asl_app_data/dictionary/SG ASL Brace Yourself 1 2024-7-6 CC.mp4,,BRACE YOURSELF 1,,
content/asl_app_data/dictionary/SG ASL Beer Belly 2024-3-4 GIF.gif,,BEER BELLY,,
content/asl_app_data/dictionary/SG ASL Beer Belly 2024-3-4 CC.mp4,,BEER BELLY,,
content/asl_app_data/dictionary/SG ASL Beer Belly 2024-3-4.mkv,,BEER BELLY,,
content/asl_app_data/dictionary/SG ASL Blame Variant 2024-5-2.mkv,,BLAME VARIANT,,
content/asl_app_data/dictionary/SG ASL Blame Variant 2024-5-2 CC.mp4,,BLAME VARIANT,,
content/asl_app_data/dictionary/SG ASL Blame Variant 2024-5-2 GIF.gif,,BLAME VARIANT,,
content/asl_app_data/dictionary/SG ASL Bat Mitzvah 2 2024-2-1 CC.mp4,,BAT MITZVAH 2,,
content/asl_app_data/dictionary/SG ASL Bat Mitzvah 2 2024-2-1 GIF.gif,,BAT MITZVAH 2,,
content/asl_app_data/dictionary/SG ASL Bat Mitzvah 2 2024-2-1.mkv,,BAT MITZVAH 2,,
content/asl_app_data/dictionary/SG ASL Bend Down 2024-3-24 CC.mp4,,BEND DOWN,,
content/asl_app_data/dictionary/SG ASL Bend Down 2024-3-24.mkv,,BEND DOWN,,
content/asl_app_data/dictionary/SG ASL Bend Down 2024-3-24 GIF.gif,,BEND DOWN,,
content/asl_app_data/dictionary/SG ASL Barcelona 2 2024-1-13.mkv,,BARCELONA 2,,
content/asl_app_data/dictionary/SG ASL Barcelona 2 2024-1-13 GIF.gif,,BARCELONA 2,,
content/asl_app_data/dictionary/SG ASL Barcelona 2 2024-1-13 CC.mp4,,BARCELONA 2,,
content/asl_app_data/dictionary/SG ASL Braid Hairstyle 1 2024-7-7 CC.mp4,,BRAID HAIRSTYLE 1,,
content/asl_app_data/dictionary/SG ASL Braid Hairstyle 1 2024-7-7.mkv,,BRAID HAIRSTYLE 1,,
content/asl_app_data/dictionary/SG ASL Braid Hairstyle 1 2024-7-7 GIF.gif,,BRAID HAIRSTYLE 1,,
content/asl_app_data/dictionary/SG ASL Bill Dollar 2024-4-15.mkv,,BILL DOLLAR,,
content/asl_app_data/dictionary/SG ASL Bill Dollar 2024-4-15 CC.mp4,,BILL DOLLAR,,
content/asl_app_data/dictionary/SG ASL Bill Dollar 2024-4-15 GIF.gif,,BILL DOLLAR,,
content/asl_app_data/dictionary/SG ASL Basketball (Alt) 2024-1-25 GIF.gif,,BASKETBALL (ALT),,
content/asl_app_data/dictionary/SG ASL Basketball (Alt) 2024-1-25 CC.mp4,,BASKETBALL (ALT),,
content/asl_app_data/dictionary/SG ASL Basketball (Alt) 2024-1-25.mkv,,BASKETBALL (ALT),,
content/asl_app_data/dictionary/SG ASL Ballerina (Alt) 2023-12-19 CC.mp4,,BALLERINA (ALT),,
content/asl_app_data/dictionary/SG ASL Ballerina (Alt) 2023-12-19.mkv,,BALLERINA (ALT),,
content/asl_app_data/dictionary/SG ASL Ballerina (Alt) 2023-12-19 GIF.gif,,BALLERINA (ALT),,
content/asl_app_data/dictionary/SG ASL Brick 2 2024-7-26 GIF.gif,,BRICK 2,,
content/asl_app_data/dictionary/SG ASL Brick 2 2024-7-26.mkv,,BRICK 2,,
content/asl_app_data/dictionary/SG ASL Brick 2 2024-7-26 CC.mp4,,BRICK 2,,
content/asl_app_data/dictionary/SG ASL Bend Down (Alt) 3 2024-3-23 GIF.gif,,BEND DOWN (ALT) 3,,
content/asl_app_data/dictionary/SG ASL Bend Down (Alt) 3 2024-3-23.mkv,,BEND DOWN (ALT) 3,,
content/asl_app_data/dictionary/SG ASL Bend Down (Alt) 3 2024-3-23 CC.mp4,,BEND DOWN (ALT) 3,,
content/asl_app_data/dictionary/SG ASL Brake Alt 2024-7-8 GIF.gif,,BRAKE ALT,,
content/asl_app_data/dictionary/SG ASL Brake Alt 2024-7-8.mkv,,BRAKE ALT,,
content/asl_app_data/dictionary/SG ASL Brake Alt 2024-7-8 CC.mp4,,BRAKE ALT,,
content/asl_app_data/dictionary/SG ASL Boardgame Variant 2024-5-30 GIF.gif,,BOARDGAME VARIANT,,
content/asl_app_data/dictionary/SG ASL Boardgame Variant 2024-5-30.mkv,,BOARDGAME VARIANT,,
content/asl_app_data/dictionary/SG ASL Boardgame Variant 2024-5-30 CC.mp4,,BOARDGAME VARIANT,,
content/asl_app_data/dictionary/SG ASL Backup Other 2023-12-10 GIF.gif,,BACKUP OTHER,,
content/asl_app_data/dictionary/SG ASL Backup Other 2023-12-10 CC.mp4,,BACKUP OTHER,,
content/asl_app_data/dictionary/SG ASL Backup Other 2023-12-10.mkv,,BACKUP OTHER,,
content/asl_app_data/dictionary/SG ASL Bill Owing (Alt) 1 2024-4-15.mkv,,BILL OWING (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Bill Owing (Alt) 1 2024-4-15 GIF.gif,,BILL OWING (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Bill Owing (Alt) 1 2024-4-15 CC.mp4,,BILL OWING (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Bond 2 2024-6-6.mkv,,BOND 2,,
content/asl_app_data/dictionary/SG ASL Bond 2 2024-6-6 GIF.gif,,BOND 2,,
content/asl_app_data/dictionary/SG ASL Bond 2 2024-6-6 CC.mp4,,BOND 2,,
content/asl_app_data/dictionary/SG ASL Belch 1 2024-3-15 CC.mp4,,BELCH 1,,
content/asl_app_data/dictionary/SG ASL Belch 1 2024-3-15 GIF.gif,,BELCH 1,,
content/asl_app_data/dictionary/SG ASL Belch 1 2024-3-15.mkv,,BELCH 1,,
content/asl_app_data/dictionary/SG ASL Bore Another 2024-6-20 GIF.gif,,BORE ANOTHER,,
content/asl_app_data/dictionary/SG ASL Bore Another 2024-6-20.mkv,,BORE ANOTHER,,
content/asl_app_data/dictionary/SG ASL Bore Another 2024-6-20 CC.mp4,,BORE ANOTHER,,
content/asl_app_data/dictionary/SG ASL Back Up 2023-12-5 CC.mp4,,BACK UP,,
content/asl_app_data/dictionary/SG ASL Back Up 2023-12-5 GIF.gif,,BACK UP,,
content/asl_app_data/dictionary/SG ASL Back Up 2023-12-5.mkv,,BACK UP,,
content/asl_app_data/dictionary/SG ASL Bible (Act) 2024-4-10.mkv,,BIBLE (ACT),,
content/asl_app_data/dictionary/SG ASL Bible (Act) 2024-4-10 GIF.gif,,BIBLE (ACT),,
content/asl_app_data/dictionary/SG ASL Bible (Act) 2024-4-10 CC.mp4,,BIBLE (ACT),,
content/asl_app_data/dictionary/SG ASL Boost Up 2024-6-13 CC.mp4,,BOOST UP,,
content/asl_app_data/dictionary/SG ASL Boost Up 2024-6-13 GIF.gif,,BOOST UP,,
content/asl_app_data/dictionary/SG ASL Boost Up 2024-6-13.mkv,,BOOST UP,,
content/asl_app_data/dictionary/SG ASL Braces Alt 2024-7-6 GIF.gif,,BRACES ALT,,
content/asl_app_data/dictionary/SG ASL Braces Alt 2024-7-6.mkv,,BRACES ALT,,
content/asl_app_data/dictionary/SG ASL Braces Alt 2024-7-6 CC.mp4,,BRACES ALT,,
content/asl_app_data/dictionary/SG ASL Black Out 1 2024-4-29.mkv,,BLACK OUT 1,,
content/asl_app_data/dictionary/SG ASL Black Out 1 2024-4-29 GIF.gif,,BLACK OUT 1,,
content/asl_app_data/dictionary/SG ASL Black Out 1 2024-4-29 CC.mp4,,BLACK OUT 1,,
content/asl_app_data/dictionary/SG ASL Blade 2 2024-5-2.mkv,,BLADE 2,,
content/asl_app_data/dictionary/SG ASL Blade 2 2024-5-2 CC.mp4,,BLADE 2,,
content/asl_app_data/dictionary/SG ASL Blade 2 2024-5-2 GIF.gif,,BLADE 2,,
content/asl_app_data/dictionary/SG ASL Beirut 1 2024-3-14 GIF.gif,,BEIRUT 1,,
content/asl_app_data/dictionary/SG ASL Beirut 1 2024-3-14 CC.mp4,,BEIRUT 1,,
content/asl_app_data/dictionary/SG ASL Beirut 1 2024-3-14.mkv,,BEIRUT 1,,
content/asl_app_data/dictionary/SG ASL Band Music 2024-1-1 GIF.gif,,BAND MUSIC,,
content/asl_app_data/dictionary/SG ASL Band Music 2024-1-1.mkv,,BAND MUSIC,,
content/asl_app_data/dictionary/SG ASL Band Music 2024-1-1 CC.mp4,,BAND MUSIC,,
content/asl_app_data/dictionary/SG ASL Baptism (Other) 2024-1-9 GIF.gif,,BAPTISM (OTHER),,
content/asl_app_data/dictionary/SG ASL Baptism (Other) 2024-1-9 CC.mp4,,BAPTISM (OTHER),,
content/asl_app_data/dictionary/SG ASL Baptism (Other) 2024-1-9.mkv,,BAPTISM (OTHER),,
content/asl_app_data/dictionary/SG ASL Browsing Alt 2024-8-8.mkv,,BROWSING ALT,,
content/asl_app_data/dictionary/SG ASL Browsing Alt 2024-8-8 GIF.gif,,BROWSING ALT,,
content/asl_app_data/dictionary/SG ASL Browsing Alt 2024-8-8 CC.mp4,,BROWSING ALT,,
content/asl_app_data/dictionary/SG ASL Bat (Animal) 2 2024-1-31.mkv,,BAT (ANIMAL) 2,,
content/asl_app_data/dictionary/SG ASL Bat (Animal) 2 2024-1-31 CC.mp4,,BAT (ANIMAL) 2,,
content/asl_app_data/dictionary/SG ASL Bat (Animal) 2 2024-1-31 GIF.gif,,BAT (ANIMAL) 2,,
content/asl_app_data/dictionary/SG ASL Band Aid 2023-12-30 CC.mp4,,BAND AID,,
content/asl_app_data/dictionary/SG ASL Band Aid 2023-12-30.mkv,,BAND AID,,
content/asl_app_data/dictionary/SG ASL Band Aid 2023-12-30 GIF.gif,,BAND AID,,
content/asl_app_data/dictionary/SG ASL Behind (Variant) 2024-3-13.mkv,,BEHIND (VARIANT),,
content/asl_app_data/dictionary/SG ASL Behind (Variant) 2024-3-13 GIF.gif,,BEHIND (VARIANT),,
content/asl_app_data/dictionary/SG ASL Behind (Variant) 2024-3-13 CC.mp4,,BEHIND (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bolt Lightning 2024-6-4.mkv,,BOLT LIGHTNING,,
content/asl_app_data/dictionary/SG ASL Bolt Lightning 2024-6-4 CC.mp4,,BOLT LIGHTNING,,
content/asl_app_data/dictionary/SG ASL Bolt Lightning 2024-6-4 GIF.gif,,BOLT LIGHTNING,,
content/asl_app_data/dictionary/SG ASL Bark 2 2024-1-14.mkv,,BARK 2,,
content/asl_app_data/dictionary/SG ASL Bark 2 2024-1-14 GIF.gif,,BARK 2,,
content/asl_app_data/dictionary/SG ASL Bark 2 2024-1-14 CC.mp4,,BARK 2,,
content/asl_app_data/dictionary/SG ASL Bishop Alt 2024-4-25 GIF.gif,,BISHOP ALT,,
content/asl_app_data/dictionary/SG ASL Bishop Alt 2024-4-25.mkv,,BISHOP ALT,,
content/asl_app_data/dictionary/SG ASL Bishop Alt 2024-4-25 CC.mp4,,BISHOP ALT,,
content/asl_app_data/dictionary/SG ASL Bleed Extended 2 2024-5-6.mkv,,BLEED EXTENDED 2,,
content/asl_app_data/dictionary/SG ASL Bleed Extended 2 2024-5-6 GIF.gif,,BLEED EXTENDED 2,,
content/asl_app_data/dictionary/SG ASL Bleed Extended 2 2024-5-6 CC.mp4,,BLEED EXTENDED 2,,
content/asl_app_data/dictionary/SG ASL Bust Male 2024-9-3 CC.mp4,,BUST MALE,,
content/asl_app_data/dictionary/SG ASL Bust Male 2024-9-3 GIF.gif,,BUST MALE,,
